real_name,pi_const1,pi_const2,pi_const3,pi_const4,pi_const5,pi_const6,pi_const7,pi_const8,pi_const9,pi_const10,pi_const11,pi_const12,pi_const13,pi_const14,pi_const15,pi_const16,pi_const17,pi_const18,pi_const19,pi_const20,pi_const21,pi_const22,pi_const23,pi_const24
gen=1_member=166_pso,82471.056080532362103,82471.056080532362103,41216.624795157411427,41216.624795157411427,55659.493731287911942,55659.493731287911942,71409.45818700583186,71409.45818700583186,82471.056080532362103,82471.056080532362103,41216.624795157411427,41216.624795157411427,55659.493731287911942,55659.493731287911942,71409.45818700583186,71409.45818700583186,513882.70000596984755,513882.70000596984755,299498.61057339102263,299498.61057339102263,681717.02853098814376,681717.02853098814376,837714.34423192637041,837714.34423192637041
gen=1_member=167_pso,61038.758070894691627,61038.758070894691627,69620.417049369701999,69620.417049369701999,61038.758070894691627,61038.758070894691627,71092.168610781867756,71092.168610781867756,61038.758070894691627,61038.758070894691627,69620.417049369701999,69620.417049369701999,61038.758070894691627,61038.758070894691627,71092.168610781867756,71092.168610781867756,277826.45080736128148,277826.45080736128148,69620.417049369701999,69620.417049369701999,383236.74760094762314,383236.74760094762314,71092.168610781867756,71092.168610781867756
gen=1_member=168_pso,69435.809739871736383,69435.809739871736383,104125.45576044234622,104125.45576044234622,43030.117462230075034,43030.117462230075034,93584.5816547635186,93584.5816547635186,69435.809739871736383,69435.809739871736383,104125.45576044234622,104125.45576044234622,43030.117462230075034,43030.117462230075034,93584.5816547635186,93584.5816547635186,69435.809739871736383,69435.809739871736383,695624.42759085481521,695624.42759085481521,231209.1379078507307,231209.1379078507307,270617.18046469276305,270617.18046469276305
gen=1_member=169_pso,51052.250897904908925,51052.250897904908925,71107.141755769684096,71107.141755769684096,70828.456222411725321,70828.456222411725321,71107.141755769684096,71107.141755769684096,51052.250897904908925,51052.250897904908925,71107.141755769684096,71107.141755769684096,70828.456222411725321,70828.456222411725321,71107.141755769684096,71107.141755769684096,203794.72211821051314,203794.72211821051314,936465.75431232189294,936465.75431232189294,932608.11293438076973,932608.11293438076973,71107.141755769684096,71107.141755769684096
gen=1_member=170_pso,51401.33056263969047,51401.33056263969047,88723.887940677508595,88723.887940677508595,88723.887940677508595,88723.887940677508595,92476.196154487057356,92476.196154487057356,51401.33056263969047,51401.33056263969047,88723.887940677508595,88723.887940677508595,88723.887940677508595,88723.887940677508595,92476.196154487057356,92476.196154487057356,795228.71766347019002,795228.71766347019002,222529.50737551262137,222529.50737551262137,210903.36398842412746,210903.36398842412746,875460.04399253416341,875460.04399253416341
gen=1_member=171_pso,1193.6723789422198934,1193.6723789422198934,20042.793484172245371,20042.793484172245371,34162.902080975727586,34162.902080975727586,20043.587318940215482,20043.587318940215482,1193.6723789422198934,1193.6723789422198934,20042.793484172245371,20042.793484172245371,34162.902080975727586,34162.902080975727586,20043.587318940215482,20043.587318940215482,159039.37386790927849,159039.37386790927849,558453.33744531089906,558453.33744531089906,250090.76623330227449,250090.76623330227449,20043.587318940215482,20043.587318940215482
gen=1_member=172_pso,36089.114584667026065,36089.114584667026065,73761.514313307765406,73761.514313307765406,40926.170825811743271,40926.170825811743271,63239.317263499877299,63239.317263499877299,36089.114584667026065,36089.114584667026065,73761.514313307765406,73761.514313307765406,40926.170825811743271,40926.170825811743271,63239.317263499877299,63239.317263499877299,36089.114584667026065,36089.114584667026065,209495.93933536583791,209495.93933536583791,629882.32542083202861,629882.32542083202861,63239.317263499877299,63239.317263499877299
gen=1_member=173_pso,71216.948497394274455,71216.948497394274455,117262.55071373155806,117262.55071373155806,71832.587517767256941,71832.587517767256941,60864.138678736781003,60864.138678736781003,71216.948497394274455,71216.948497394274455,117262.55071373155806,117262.55071373155806,71832.587517767256941,71832.587517767256941,60864.138678736781003,60864.138678736781003,157517.45576115191216,157517.45576115191216,594763.26782889349852,594763.26782889349852,71832.587517767256941,71832.587517767256941,60864.138678736781003,60864.138678736781003
gen=1_member=174_pso,55805.902046831623011,55805.902046831623011,61776.503563162084902,61776.503563162084902,62424.741409576454316,62424.741409576454316,89713.37164826298249,89713.37164826298249,55805.902046831623011,55805.902046831623011,61776.503563162084902,61776.503563162084902,62424.741409576454316,62424.741409576454316,89713.37164826298249,89713.37164826298249,55805.902046831623011,55805.902046831623011,114624.26914492683136,114624.26914492683136,62424.741409576454316,62424.741409576454316,89713.37164826298249,89713.37164826298249
gen=1_member=175_pso,44733.854070583736757,44733.854070583736757,79938.709969979085145,79938.709969979085145,65822.28395428910153,65822.28395428910153,65822.28395428910153,65822.28395428910153,44733.854070583736757,44733.854070583736757,79938.709969979085145,79938.709969979085145,65822.28395428910153,65822.28395428910153,65822.28395428910153,65822.28395428910153,44733.854070583736757,44733.854070583736757,617547.4595468188636,617547.4595468188636,758759.57623925246298,758759.57623925246298,65822.28395428910153,65822.28395428910153
gen=1_member=176_pso,65706.099906588875456,65706.099906588875456,91991.337589298083913,91991.337589298083913,63772.627193411179178,63772.627193411179178,81373.566741304457537,81373.566741304457537,65706.099906588875456,65706.099906588875456,91991.337589298083913,91991.337589298083913,63772.627193411179178,63772.627193411179178,81373.566741304457537,81373.566741304457537,220057.77309934815275,220057.77309934815275,296813.89396741631208,296813.89396741631208,63772.627193411179178,63772.627193411179178,81373.566741304457537,81373.566741304457537
gen=1_member=177_pso,75371.110946582455654,75371.110946582455654,101403.72998646981432,101403.72998646981432,80786.911187768506352,80786.911187768506352,123660.07459812592424,123660.07459812592424,75371.110946582455654,75371.110946582455654,101403.72998646981432,101403.72998646981432,80786.911187768506352,80786.911187768506352,123660.07459812592424,123660.07459812592424,75371.110946582455654,75371.110946582455654,492868.93132622470148,492868.93132622470148,888611.7394933863543,888611.7394933863543,161891.08832753315801,161891.08832753315801
gen=1_member=178_pso,58580.287816940050106,58580.287816940050106,59869.805900358609506,59869.805900358609506,63344.345558313390939,63344.345558313390939,73870.983495171240065,73870.983495171240065,58580.287816940050106,58580.287816940050106,59869.805900358609506,59869.805900358609506,63344.345558313390939,63344.345558313390939,73870.983495171240065,73870.983495171240065,58580.287816940050106,58580.287816940050106,549281.83119937148876,549281.83119937148876,86771.915778525726637,86771.915778525726637,73870.983495171240065,73870.983495171240065
gen=1_member=179_pso,50368.135484609680134,50368.135484609680134,91306.154556963272626,91306.154556963272626,67102.587061583646573,67102.587061583646573,74577.727210300523438,74577.727210300523438,50368.135484609680134,50368.135484609680134,91306.154556963272626,91306.154556963272626,67102.587061583646573,67102.587061583646573,74577.727210300523438,74577.727210300523438,50368.135484609680134,50368.135484609680134,624434.2429567099316,624434.2429567099316,67102.587061583646573,67102.587061583646573,263124.32106773194391,263124.32106773194391
gen=1_member=180_pso,75279.439860203972785,75279.439860203972785,71830.383922579669161,71830.383922579669161,45354.95652218523901,45354.95652218523901,28445.069560689702485,28445.069560689702485,75279.439860203972785,75279.439860203972785,71830.383922579669161,71830.383922579669161,45354.95652218523901,45354.95652218523901,28445.069560689702485,28445.069560689702485,431623.14843699370977,431623.14843699370977,240952.40794440286118,240952.40794440286118,337785.23500987980515,337785.23500987980515,28445.069560689702485,28445.069560689702485
gen=1_member=181_pso,38030.38631760579301,38030.38631760579301,47471.263233566642157,47471.263233566642157,70703.796308779215906,70703.796308779215906,73982.547019623307278,73982.547019623307278,38030.38631760579301,38030.38631760579301,47471.263233566642157,47471.263233566642157,70703.796308779215906,70703.796308779215906,73982.547019623307278,73982.547019623307278,38030.38631760579301,38030.38631760579301,238858.81151361949742,238858.81151361949742,70703.796308779215906,70703.796308779215906,73982.547019623307278,73982.547019623307278
gen=1_member=182_pso,44866.483853562414879,44866.483853562414879,19281.83839474357228,19281.83839474357228,55833.599407066794811,55833.599407066794811,36401.101789041356824,36401.101789041356824,44866.483853562414879,44866.483853562414879,19281.83839474357228,19281.83839474357228,55833.599407066794811,55833.599407066794811,36401.101789041356824,36401.101789041356824,181231.91168961199583,181231.91168961199583,19281.83839474357228,19281.83839474357228,361839.53090485767461,361839.53090485767461,284992.03556876588846,284992.03556876588846
gen=1_member=183_pso,24173.893867084854719,24173.893867084854719,36489.072522658869275,36489.072522658869275,9601.7296084658664768,9601.7296084658664768,24122.299955495887843,24122.299955495887843,24173.893867084854719,24173.893867084854719,36489.072522658869275,36489.072522658869275,9601.7296084658664768,9601.7296084658664768,24122.299955495887843,24122.299955495887843,383606.63065328908851,383606.63065328908851,556757.96487890998833,556757.96487890998833,310487.04554103984265,310487.04554103984265,24122.299955495887843,24122.299955495887843
gen=1_member=184_pso,26632.803843311892706,26632.803843311892706,57754.731217079883208,57754.731217079883208,44681.350635653332574,44681.350635653332574,45610.256541233677126,45610.256541233677126,26632.803843311892706,26632.803843311892706,57754.731217079883208,57754.731217079883208,44681.350635653332574,44681.350635653332574,45610.256541233677126,45610.256541233677126,1018678.3514961112523,1018678.3514961112523,792640.10446972679347,792640.10446972679347,230690.90311542028212,230690.90311542028212,45610.256541233677126,45610.256541233677126
gen=1_member=185_pso,58869.980704416208027,58869.980704416208027,30213.836584478071018,30213.836584478071018,61765.324266985182476,61765.324266985182476,53123.458868631525547,53123.458868631525547,58869.980704416208027,58869.980704416208027,30213.836584478071018,30213.836584478071018,61765.324266985182476,61765.324266985182476,53123.458868631525547,53123.458868631525547,381860.94415109622059,381860.94415109622059,448735.04516258119838,448735.04516258119838,61765.324266985182476,61765.324266985182476,53123.458868631525547,53123.458868631525547
gen=1_member=186_pso,41153.113143042101001,41153.113143042101001,67142.517968897765968,67142.517968897765968,43994.112982825463405,43994.112982825463405,51791.660086963820504,51791.660086963820504,41153.113143042101001,41153.113143042101001,67142.517968897765968,67142.517968897765968,43994.112982825463405,43994.112982825463405,51791.660086963820504,51791.660086963820504,451896.33757569961017,451896.33757569961017,520563.36831854045158,520563.36831854045158,200991.11643882209319,200991.11643882209319,998596.03753847116604,998596.03753847116604
gen=1_member=187_pso,53722.693610449729022,53722.693610449729022,65512.166011900713784,65512.166011900713784,42423.766901878043427,42423.766901878043427,43987.681253812683281,43987.681253812683281,53722.693610449729022,53722.693610449729022,65512.166011900713784,65512.166011900713784,42423.766901878043427,42423.766901878043427,43987.681253812683281,43987.681253812683281,574895.74028778751381,574895.74028778751381,653839.22980864555575,653839.22980864555575,767066.37504908454139,767066.37504908454139,556102.24969858350232,556102.24969858350232
gen=1_member=188_pso,9449.3785354875144549,9449.3785354875144549,26226.090599742568884,26226.090599742568884,20582.235846687792218,20582.235846687792218,42408.919565587719262,42408.919565587719262,9449.3785354875144549,9449.3785354875144549,26226.090599742568884,26226.090599742568884,20582.235846687792218,20582.235846687792218,42408.919565587719262,42408.919565587719262,345254.79867930978071,345254.79867930978071,26226.090599742568884,26226.090599742568884,44154.18188866203127,44154.18188866203127,269496.70801053522155,269496.70801053522155
gen=1_member=189_pso,14412.530315098752908,14412.530315098752908,45425.432184257282643,45425.432184257282643,57456.598802386106399,57456.598802386106399,21422.653404183904058,21422.653404183904058,14412.530315098752908,14412.530315098752908,45425.432184257282643,45425.432184257282643,57456.598802386106399,57456.598802386106399,21422.653404183904058,21422.653404183904058,388422.99558726459509,388422.99558726459509,45425.432184257282643,45425.432184257282643,549488.74273747939151,549488.74273747939151,673076.23434162815101,673076.23434162815101
gen=1_member=190_pso,53457.876363520408631,53457.876363520408631,69692.429385291994549,69692.429385291994549,69692.429385291994549,69692.429385291994549,69692.429385291994549,69692.429385291994549,53457.876363520408631,53457.876363520408631,69692.429385291994549,69692.429385291994549,69692.429385291994549,69692.429385291994549,69692.429385291994549,69692.429385291994549,250264.98361322318669,250264.98361322318669,491598.72249425196787,491598.72249425196787,69692.429385291994549,69692.429385291994549,337515.1989785633632,337515.1989785633632
gen=1_member=191_pso,23509.350935134039901,23509.350935134039901,40779.88441458579473,40779.88441458579473,50000,50000,47626.725071185297566,47626.725071185297566,23509.350935134039901,23509.350935134039901,40779.88441458579473,40779.88441458579473,50000,50000,47626.725071185297566,47626.725071185297566,23509.350935134039901,23509.350935134039901,415764.2380261211074,415764.2380261211074,1018773.1370891655097,1018773.1370891655097,313977.07227438036352,313977.07227438036352
gen=1_member=192_pso,42145.546915041064494,42145.546915041064494,76360.370854176668217,76360.370854176668217,70419.847782489436213,70419.847782489436213,86268.807949725480285,86268.807949725480285,42145.546915041064494,42145.546915041064494,76360.370854176668217,76360.370854176668217,70419.847782489436213,70419.847782489436213,86268.807949725480285,86268.807949725480285,42145.546915041064494,42145.546915041064494,341757.88332931220066,341757.88332931220066,230157.96703326393617,230157.96703326393617,86268.807949725480285,86268.807949725480285
gen=1_member=193_pso,34871.198854667090927,34871.198854667090927,76631.713849256542744,76631.713849256542744,71946.369883637788007,71946.369883637788007,53193.388336756259378,53193.388336756259378,34871.198854667090927,34871.198854667090927,76631.713849256542744,76631.713849256542744,71946.369883637788007,71946.369883637788007,53193.388336756259378,53193.388336756259378,34871.198854667090927,34871.198854667090927,366986.23615401773714,366986.23615401773714,71946.369883637788007,71946.369883637788007,408330.30880543380044,408330.30880543380044
gen=1_member=194_pso,86221.431201108411187,86221.431201108411187,67394.062041143275565,67394.062041143275565,87782.301222116628196,87782.301222116628196,62930.945175685876166,62930.945175685876166,86221.431201108411187,86221.431201108411187,67394.062041143275565,67394.062041143275565,87782.301222116628196,87782.301222116628196,62930.945175685876166,62930.945175685876166,852981.30541499017272,852981.30541499017272,313229.90175711247139,313229.90175711247139,87782.301222116628196,87782.301222116628196,983358.59285383182578,983358.59285383182578
gen=1_member=195_pso,46231.785689492098754,46231.785689492098754,39138.317713511831244,39138.317713511831244,44773.859294289628451,44773.859294289628451,84411.131474351277575,84411.131474351277575,46231.785689492098754,46231.785689492098754,39138.317713511831244,39138.317713511831244,44773.859294289628451,44773.859294289628451,84411.131474351277575,84411.131474351277575,872693.78463645104785,872693.78463645104785,39138.317713511831244,39138.317713511831244,44773.859294289628451,44773.859294289628451,167898.61644611984957,167898.61644611984957
gen=1_member=196_pso,16327.958009547550319,16327.958009547550319,44320.521273895756167,44320.521273895756167,15878.051375260332861,15878.051375260332861,66948.452800613318686,66948.452800613318686,16327.958009547550319,16327.958009547550319,44320.521273895756167,44320.521273895756167,15878.051375260332861,15878.051375260332861,66948.452800613318686,66948.452800613318686,16327.958009547550319,16327.958009547550319,44320.521273895756167,44320.521273895756167,1015878.0513752603438,1015878.0513752603438,449176.02227305801352,449176.02227305801352
gen=1_member=197_pso,30878.977135496475967,30878.977135496475967,51317.916841363643471,51317.916841363643471,44660.722359194493038,44660.722359194493038,51299.77900592329388,51299.77900592329388,30878.977135496475967,30878.977135496475967,51317.916841363643471,51317.916841363643471,44660.722359194493038,44660.722359194493038,51299.77900592329388,51299.77900592329388,415547.84668470418546,415547.84668470418546,509725.06175223074388,509725.06175223074388,1044660.7223591945367,1044660.7223591945367,525744.50169767648913,525744.50169767648913
gen=1_member=198_pso,22987.022883412457304,22987.022883412457304,82811.116906435679994,82811.116906435679994,27250.86186630922748,27250.86186630922748,90016.197847876232117,90016.197847876232117,22987.022883412457304,22987.022883412457304,82811.116906435679994,82811.116906435679994,27250.86186630922748,27250.86186630922748,90016.197847876232117,90016.197847876232117,22987.022883412457304,22987.022883412457304,885185.15258833742701,885185.15258833742701,607182.02215873950627,607182.02215873950627,90016.197847876232117,90016.197847876232117
gen=1_member=199_pso,45590.42419638318097,45590.42419638318097,44590.977277195423085,44590.977277195423085,40958.587679992095218,40958.587679992095218,65914.685105847165687,65914.685105847165687,45590.42419638318097,45590.42419638318097,44590.977277195423085,44590.977277195423085,40958.587679992095218,40958.587679992095218,65914.685105847165687,65914.685105847165687,45590.42419638318097,45590.42419638318097,44590.977277195423085,44590.977277195423085,40958.587679992095218,40958.587679992095218,491731.15597182372585,491731.15597182372585
